"cell_line","0-0.001_uM","0.001-0.005_uM","0.005-0.025_uM","0.025-0.125_uM","0.125-0.625_uM","0.625-15_uM","15-390_uM",">390_uM"
"LOXIMVI","5","1","3","8","22","51","56","13"
"LP1","1","0","1","4","10","43","32","10"
"LS1034","1","0","0","8","8","33","68","20"
"LS123","3","0","4","8","9","64","59","14"
"LS411N","3","1","7","14","15","49","54","16"
"LS513","1","0","2","9","18","47","59","26"
"LU134A","1","0","4","13","10","30","55","16"
"LU135","0","0","0","2","4","8","32","6"
"LU139","0","0","7","8","12","28","53","17"
"LU165","0","0","0","2","5","16","41","13"
"LU65","0","0","4","2","9","28","63","19"
"LU99","0","0","0","4","2","18","0","0"
"LU99A","3","0","4","4","8","26","40","13"
"LUDLU1","0","1","0","3","0","19","0","0"
"LXF289","7","0","6","8","10","54","43","9"
"M059J","4","0","7","6","4","47","38","16"
"M14","3","0","4","8","9","19","40","15"
"MALME3M","0","1","1","3","2","17","0","0"
"MB157","0","0","1","3","3","17","0","0"
"MC116","4","0","4","9","11","54","59","11"
"MCAS","0","0","1","2","1","20","0","0"
"MCCAR","0","0","6","5","5","24","23","14"
"MCF7","6","0","5","7","9","46","37","11"
"MCIXC","7","0","4","6","7","32","33","9"
"MDAMB134VI","0","0","0","3","6","16","30","21"
"MDAMB157","1","0","3","4","7","48","44","14"
"MDAMB175VII","0","0","0","8","13","43","36","20"
"MDAMB231","1","0","3","6","5","28","45","10"
"MDAMB361","3","0","3","4","9","28","42","9"
"MDAMB415","1","0","4","2","6","48","37","16"
"MDAMB435S","0","1","0","3","3","17","0","0"
"MDAMB436","0","0","1","0","1","21","0","0"
"MDAMB453","2","1","3","3","4","42","46","21"
"MDAMB468","2","0","3","2","6","29","14","5"
"ME180","3","0","4","5","5","30","34","8"
"MEC1","0","0","2","2","1","19","0","0"
"MEG01","6","0","5","12","24","59","31","16"
"MELHO","3","0","9","11","10","52","25","12"
"MELJUSO","4","0","6","8","8","21","27","7"
"MESSA","5","0","1","6","5","32","14","6"
"Mewo","0","0","5","3","7","24","52","7"
"MEWO","0","0","1","1","0","22","0","0"
"MFE280","0","0","2","6","9","41","48","16"
"MFE296","2","0","3","5","7","29","11","1"
"MFE319","0","1","2","2","0","15","0","0"
"MFHino","7","0","3","10","12","24","38","15"
"MFM223","0","0","2","1","8","25","60","42"
"MG63","5","0","6","1","15","50","35","10"
"MHHCALL2","0","0","1","5","7","15","33","16"
"MHHES1","6","1","6","8","12","45","35","9"
"MHHNB11","2","0","2","5","13","36","55","20"
"MHHPREB1","6","0","9","7","10","36","54","7"
"MIAPaCa2","5","0","5","4","10","31","35","8"
"MIAPACA2","0","1","2","1","3","17","0","0"
"MINO","0","1","2","4","1","16","0","0"
"MJ","0","0","1","1","1","20","0","0"
"MKN1","2","0","3","7","9","20","47","6"
"MKN28","5","0","2","3","4","31","44","6"
"MKN45","3","0","2","11","10","39","35","13"
"MKN7","0","0","1","4","6","44","47","20"
"MKN74","0","0","1","0","2","21","0","0"
"ML2","4","0","8","8","23","34","38","10"
"MLMA","3","0","4","13","13","35","61","9"
"MMACSF","1","0","4","13","4","34","57","16"
"MN60","0","0","5","5","11","37","56","15"
"MOGGCCM","0","0","1","0","2","20","0","0"
"MOLP8","0","1","1","0","5","17","0","0"
"MOLT13","1","0","4","2","8","12","29","4"
"MOLT16","6","1","11","7","14","59","46","9"
"MOLT4","8","0","3","11","9","40","48","10"
"MONOMAC1","0","1","3","3","3","14","0","0"
"MONOMAC6","3","0","3","13","8","21","24","5"
"MORCPR","0","0","1","2","0","17","0","0"
"MoT","1","0","0","1","4","24","67","32"
"MPP89","1","0","4","9","16","52","68","12"
"MRKnu1","5","0","3","9","6","24","23","7"
"MS1","1","0","3","7","10","35","59","14"
"MSTO211H","0","0","4","3","12","54","50","37"
"MV411","14","0","11","11","18","46","24","4"
"MZ1PC","5","0","6","8","14","42","52","11"
"MZ2MEL","3","0","3","14","12","38","56","12"
"MZ7mel","2","0","6","12","14","30","59","15"
"NALM6","8","0","5","5","7","29","17","5"
"NB1","1","0","2","9","7","25","29","3"
"NB10","2","0","5","4","12","38","55","22"
"NB12","2","0","1","6","8","26","51","19"
"NB13","6","0","4","8","12","36","54","18"
"NB14","2","0","4","5","5","29","39","17"
"NB17","3","0","2","7","4","31","40","14"
"NB5","2","0","3","8","9","46","46","24"
"NB6","1","0","2","3","10","38","57","27"
"NB69","5","0","7","6","19","39","43","19"
"NB7","0","0","5","2","8","30","46","10"
"NBsusSR","4","0","2","1","6","24","12","3"
"NCCIT","2","0","4","3","9","30","25","4"
"NCIH1048","2","1","3","4","7","38","22","8"
"NCIH1092","1","0","0","8","7","60","60","17"
"NCIH1155","1","0","0","11","10","47","51","28"
"NCIH1184","0","0","2","2","1","19","0","0"
"NCIH128","0","0","0","1","1","5","21","12"
"NCIH1299","3","0","7","4","15","46","47","12"
"NCIH1304","0","0","1","9","11","25","66","16"
"NCIH1339","0","0","1","2","2","19","0","0"
"NCIH1341","0","1","1","2","2","18","0","0"
"NCIH1355","5","0","10","11","11","60","60","4"
"NCIH1373","0","0","0","2","0","22","0","0"
"NCIH1395","2","0","1","3","8","26","80","18"
"NCIH1417","0","0","3","1","8","16","33","16"
"NCIH1436","0","0","4","0","6","15","38","13"
"NCIH1437","3","0","4","9","6","32","37","7"
"NCIH1522","0","0","0","0","9","18","27","22"
"NCIH1563","1","0","3","3","13","42","40","19"
"NCIH1568","0","0","1","1","1","20","0","0"
"NCIH1573","2","0","3","3","5","44","45","6"
"NCIH1581","3","0","4","10","6","56","57","25"
"NCIH1618","0","0","2","2","2","10","14","7"
"NCIH1623","1","0","2","3","9","25","42","16"
"NCIH1648","5","0","5","9","19","53","57","9"
"NCIH1650","0","0","4","6","12","48","66","22"
"NCIH1651","1","0","8","4","6","49","40","13"
"NCIH1666","0","1","6","3","9","25","32","6"
"NCIH1693","0","0","1","9","4","43","55","10"
"NCIH1694","0","0","3","8","7","33","42","8"
"NCIH1703","5","0","7","4","11","26","37","11"
"NCIH1734","1","0","4","2","4","13","8","5"
"NCIH1755","0","0","4","3","9","24","43","15"
"NCIH1770","3","0","2","8","9","34","58","15"
"NCIH1792","3","0","2","8","6","48","39","15"
"NCIH1793","0","0","4","4","6","43","48","15"
"NCIH1838","0","0","0","0","8","23","80","24"
"NCIH1869","0","0","0","1","1","22","0","0"
"NCIH187","0","0","2","2","8","16","30","19"
"NCIH1882","1","0","0","5","8","18","32","13"
"NCIH1915","0","1","0","2","3","18","0","0"
"NCIH1944","0","0","1","2","1","19","0","0"
"NCIH1963","0","0","3","7","4","18","36","9"
"NCIH1975","0","1","1","2","2","26","17","4"
"NCIH1993","0","0","0","1","1","22","47","27"
"NCIH2009","3","0","3","5","10","42","29","9"
"NCIH2023","0","0","2","1","0","20","0","0"
"NCIH2029","0","0","0","0","3","13","29","16"
"NCIH2030","3","0","4","9","11","51","32","9"
"NCIH2052","0","0","3","7","10","42","40","19"
"NCIH2081","0","0","1","2","5","18","37","14"
"NCIH2085","0","0","1","1","0","21","0","0"
"NCIH2087","3","0","4","8","9","50","32","15"
"NCIH209","2","0","5","8","16","27","54","13"
"NCIH2107","0","0","0","0","2","9","17","3"
"NCIH211","0","0","2","0","3","19","0","0"
"NCIH2122","6","1","4","10","13","39","35","14"
"NCIH2126","1","0","3","8","9","36","64","14"
"NCIH2141","1","0","1","4","5","16","43","7"
"NCIH2170","1","1","7","7","8","44","43","11"
"NCIH2171","0","0","2","1","5","20","31","18"
"NCIH2172","0","2","2","1","0","18","0","0"
"NCIH2196","0","0","1","2","6","17","42","9"
"NCIH2227","0","0","0","1","0","12","21","18"
"NCIH2228","3","1","5","7","6","46","46","8"
"NCIH226","2","0","2","4","6","53","68","26"
"NCIH2286","0","1","0","4","1","18","0","0"
"NCIH2291","0","0","1","1","4","16","27","12"
"NCIH23","1","1","4","6","10","54","60","25"
"NCIH2342","3","0","4","6","8","26","32","15"
"NCIH2347","0","0","2","4","7","30","42","13"
"NCIH2405","1","0","2","6","6","31","42","10"
"NCIH2444","0","0","0","2","3","19","0","0"
"NCIH2452","1","0","3","2","9","42","45","20"
"NCIH250","0","0","0","0","0","0","1","0"
"NCIH28","1","0","2","7","10","53","38","10"
"NCIH292","5","0","5","7","9","33","31","8"
"NCIH322","0","0","3","1","2","18","0","0"
"NCIH322M","0","0","0","1","0","13","39","24"
"NCIH3255","0","0","0","5","3","16","0","0"
"NCIH345","0","0","1","2","4","13","33","24"
"NCIH358","2","0","5","9","9","49","35","8"
"NCIH378","0","0","0","0","0","0","0","2"
"NCIH441","1","0","5","5","7","47","41","15"
"NCIH446","2","0","5","5","5","28","52","32"
"NCIH460","1","0","8","7","6","45","32","16"
"NCIH510A","3","0","5","4","8","20","51","13"
"NCIH520","4","0","2","5","13","42","36","20"
"NCIH522","3","0","3","4","7","37","37","4"
"NCIH524","0","0","1","5","5","11","38","17"
"NCIH526","3","0","3","12","3","45","50","13"
"NCIH596","0","0","2","3","5","24","46","18"
"NCIH630","0","0","0","1","4","20","33","16"
"NCIH64","1","0","3","3","6","18","36","10"
"NCIH647","0","0","1","0","2","20","0","0"
"NCIH650","3","1","2","6","11","46","38","14"
"NCIH661","0","1","6","6","7","54","40","8"
"NCIH69","1","0","3","3","12","30","55","17"
"NCIH716","0","0","0","1","2","15","36","23"
"NCIH719","0","0","0","4","4","19","38","12"
"NCIH720","2","0","3","10","7","33","38","28"
"NCIH727","2","0","5","4","8","45","49","9"
"NCIH747","2","0","2","17","16","58","47","18"
"NCIH748","1","0","0","6","5","14","41","10"
"NCIH810","2","0","7","3","10","47","34","19"
"NCIH82","0","0","3","6","5","26","71","18"
"NCIH838","0","0","2","1","6","7","17","4"
"NCIH889","0","0","0","4","3","9","32","28"
"NCIN87","0","0","5","10","7","42","46","18"
"NCISNU1","7","0","4","7","11","42","41","17"
"NCISNU16","0","0","4","3","3","13","34","20"
"NCISNU5","0","0","4","9","7","31","51","23"
"NCO2","0","1","1","4","4","14","0","0"
"NEC8","4","0","4","11","14","37","55","11"
"NH12","2","0","1","8","11","41","46","29"
"NIHOVCAR3","0","1","0","1","2","20","0","0"
"NKM1","6","0","9","12","13","47","33","9"
"NMCG1","3","0","8","7","14","44","46","16"
"no10","2","0","6","4","12","27","71","16"
"no11","1","0","3","10","7","39","63","15"
"NOMO1","3","0","5","6","13","37","47","18"
"NOS1","6","0","8","12","14","56","32","10"
"NTERASclD1","12","0","6","9","16","36","50","9"
"NUGC3","5","0","6","7","6","50","41","7"
"NUGC4","0","1","3","2","3","14","0","0"
"NY","2","0","2","4","5","31","48","6"
"OAW28","0","0","4","4","6","26","51","7"
"OAW42","1","0","1","8","10","30","38","9"
"OC314","3","0","2","3","6","37","27","6"
"OC315","0","0","1","2","2","19","0","0"
"OC316","0","0","1","1","3","19","0","0"
"OCIAML2","4","0","8","10","12","55","50","14"
"OCIAML5","0","0","1","2","2","19","0","0"
"OCILY10","0","1","1","0","0","19","0","0"
"OCUBM","7","0","6","9","6","44","49","17"
"OCUM1","0","0","3","2","2","17","0","0"
"OE19","1","0","3","2","5","30","43","14"
"OE21","0","0","0","2","5","17","0","0"
"OE33","0","1","3","8","10","49","37","14"
"OMC1","1","0","2","9","10","28","54","30"
"ONCODG1","0","0","1","1","3","19","0","0"
"ONS76","6","0","7","10","19","57","51","11"
"OPM2","3","0","2","5","16","36","30","9"
"OSRC2","3","0","7","8","18","47","47","8"
"OV90","0","0","3","1","3","17","0","0"
"OVCAR3","3","0","2","1","10","26","46","10"
"OVCAR4","4","0","4","8","14","72","49","10"
"OVCAR5","4","0","3","6","13","21","32","18"
"OVCAR8","4","0","5","9","9","43","42","10"
"OVMANA","0","0","0","0","2","22","0","0"
"OVSAHO","0","0","0","0","1","23","0","0"
"OVTOKO","0","0","0","0","3","19","0","0"
"P12ICHIKAWA","5","1","7","12","8","42","29","9"
"P30OHK","5","0","2","6","13","31","52","20"
"P31FUJ","0","0","3","3","3","27","23","42"
"P3HR1","0","0","1","1","1","20","0","0"
"PA1","6","0","5","4","10","35","29","9"
"PANC0203","0","0","2","2","2","18","0","0"
"PANC0327","4","1","4","6","13","49","30","15"
"PANC0403","0","0","1","2","2","19","0","0"
"PANC0813","0","0","4","7","3","25","46","13"
"PANC1005","2","1","4","8","13","39","46","9"
"PATU8902","0","0","0","1","0","19","0","0"
"PC14","4","1","3","8","17","27","45","13"
"PC3","0","0","8","3","5","53","44","9"
"PF382","1","0","3","10","9","24","26","4"
"PFEIFFER","0","0","1","0","4","18","0","0"
"PFSK1","1","0","5","4","2","26","47","13"
"PK1","0","0","1","2","1","20","0","0"
"PK45H","0","0","1","2","2","19","0","0"
"PK59","0","0","1","0","3","20","0","0"
"PL45","0","1","0","2","3","18","0","0"
"PLCPRF5","0","0","1","5","2","28","19","6"
"PSN1","12","0","6","9","15","49","55","12"
"QGP1","0","1","0","3","1","15","0","0"
"QIMRWIL","6","0","7","8","16","50","36","6"
"Raji","1","0","0","5","7","22","34","8"
"RAJI","0","0","1","1","1","20","0","0"
"Ramos2G64C10","6","0","4","7","13","39","55","5"
"RCC10RGB","1","0","1","3","4","42","69","18"
"RCM1","0","0","1","4","6","28","47","12"
"RD","3","0","4","5","10","43","48","7"
"REH","2","0","7","4","5","40","34","7"
"RERFGC1B","0","0","1","1","1","20","0","0"
"RERFLCAI","0","1","0","2","2","19","0","0"
"RERFLCMS","2","0","7","1","8","41","41","18"
"RH1","5","0","3","7","13","27","55","28"
"RH18","0","0","0","3","2","16","32","8"
"RKN","0","0","1","0","5","18","0","0"
"RKO","8","0","9","10","16","58","51","10"
"RL","0","0","0","1","3","10","30","33"
"RL952","4","0","4","4","6","40","16","3"
"RMGI","1","0","1","5","7","20","51","12"
"RO82W1","0","0","3","2","5","32","43","13"
"RPMI2650","4","0","5","4","8","29","39","9"
"RPMI6666","2","0","5","6","9","23","25","7"
"RPMI7951","6","0","5","4","10","51","36","7"
"RPMI8226","4","0","7","7","11","36","46","17"
"RPMI8402","3","1","7","7","6","48","21","7"
"RPMI8866","3","0","3","7","5","26","54","31"
"RS411","7","0","7","11","15","47","37","5"
"RT112","6","1","4","8","16","48","30","9"
"RT4","1","1","1","2","7","28","22","8"
"RVH421","3","0","6","7","10","47","39","10"
"RXF393","5","0","8","7","10","37","61","10"
"S117","1","0","3","6","6","25","41","16"
"Saos2","1","0","4","2","7","25","46","13"
"SAOS2","0","0","1","1","3","19","0","0"
"SAS","2","0","2","6","6","27","46","9"
"SBC1","3","0","2","8","12","31","50","18"
"SBC5","5","0","6","5","13","37","42","14"
"SCABER","0","1","0","2","1","20","0","0"
"SCC15","1","0","5","4","8","38","63","15"
"SCC25","2","0","4","4","11","47","31","18"
"SCC3","2","0","2","7","7","16","29","14"
"SCC4","4","0","2","2","10","34","40","6"
"SCC9","2","0","3","5","7","46","37","19"
"SCH","0","0","1","2","8","22","63","36"
"SCLC21H","1","0","1","2","4","20","30","18"
"SF126","5","0","4","10","13","67","50","13"
"SF268","6","0","4","8","10","46","44","20"
"SF295","2","0","8","7","9","54","33","8"
"SF539","7","0","5","5","10","39","51","21"
"SF8657","0","0","0","1","3","20","0","0"
"SH10TC","0","0","1","1","1","21","0","0"
"SH4","5","0","6","11","16","33","52","15"
"SHP77","0","0","1","4","10","52","64","31"
"SIGM5","9","1","7","10","17","32","22","3"
"SiHa","1","0","0","6","4","15","45","25"
"SIMA","0","1","2","5","7","43","37","15"
"SJRH30","0","0","3","7","11","43","37","10"
"SJSA1","4","0","7","8","19","53","56","13"
"SKBR3","0","0","1","4","1","18","0","0"
"SKCO1","0","0","3","3","9","31","11","3"
"SKES1","0","1","1","3","1","18","0","0"
"SKGIIIa","2","0","1","4","8","29","36","17"
"SKHEP1","4","0","4","4","14","50","34","12"
"SKLMS1","8","0","2","6","14","48","41","17"
"SKLU1","5","0","6","7","10","52","36","6"
"SKM1","0","0","0","1","0","7","24","8"
"SKMEL1","0","0","0","4","6","32","60","27"
"SKMEL2","2","0","2","11","14","54","48","31"
"SKMEL24","0","0","0","7","11","45","48","6"
"SKMEL28","2","0","2","4","7","23","38","17"
"SKMEL3","1","0","3","3","8","41","32","10"
"SKMEL30","4","0","4","5","8","55","37","8"
"SKMEL31","0","0","0","2","0","22","0","0"
"SKMEL5","0","0","1","2","6","17","7","0"
"SKMES1","4","0","5","9","8","51","33","7"
"SKMG1","0","0","0","0","0","2","7","0"
"SKMM2","1","0","2","5","11","36","32","14"
"SKNAS","0","0","6","6","12","34","52","9"
"SKNBE2","0","0","2","1","1","20","0","0"
"SKNDZ","1","0","5","7","11","64","62","10"
"SKNEP1","5","0","7","8","11","47","45","6"
"SKNFI","0","0","0","6","9","51","70","22"
"SKNSH","0","0","2","0","3","18","0","0"
"SKOV3","3","0","3","4","13","56","26","14"
"SKPNDW","6","0","5","10","8","35","56","9"
"SKUT1","7","0","9","9","8","36","44","16"
"SN12C","1","0","4","4","8","33","40","8"
"SNB75","3","0","5","11","9","37","49","19"
"SNGM","4","0","4","0","6","36","8","3"
"SNU1","0","0","1","3","1","18","0","0"
"SNU16","0","1","1","3","2","16","0","0"
"SNU182","0","0","0","2","0","21","0","0"
"SNU387","2","0","5","4","12","45","30","19"
"SNU398","0","0","0","2","2","17","0","0"
"SNU423","2","0","6","2","12","51","29","15"
"SNU449","2","0","3","1","15","52","34","14"
"SNU475","0","1","1","2","1","26","13","14"
"SNUC1","0","0","0","3","5","14","33","22"
"SNUC2A","0","0","0","2","1","20","0","0"
"SNUC2B","1","0","8","5","13","48","63","8"
"SQ1","0","0","1","2","2","15","0","0"
"SR","5","0","7","5","10","25","22","3"
"ST486","3","0","6","5","7","34","19","3"
"SU8686","0","1","0","1","2","18","0","0"
"SUDHL1","0","0","3","6","7","18","24","19"
"SUDHL10","0","1","1","2","6","14","0","0"
"SUDHL4","0","1","1","2","2","18","0","0"
"SUDHL6","0","1","1","4","6","12","0","0"
"SUDHL8","0","1","1","3","1","18","0","0"
"SUIT2","0","0","0","2","4","18","0","0"
"SUPM2","0","1","1","4","1","17","0","0"
"SUPT1","2","0","2","9","2","44","28","13"
"SW1088","1","1","2","7","8","50","39","13"
"SW1116","0","0","0","1","2","14","36","8"
"SW1271","0","0","1","1","3","19","0","0"
"SW13","3","0","4","4","8","26","37","12"
"SW1353","0","0","1","1","2","20","0","0"
"SW1417","1","0","2","4","13","35","44","21"
"SW1463","0","0","0","4","4","20","58","12"
"SW1573","1","0","4","9","6","45","43","10"
"SW1710","7","0","4","3","11","36","31","6"
"SW1783","2","0","4","4","10","21","41","16"
"SW1990","2","0","1","12","5","43","43","15"
"SW403","0","0","3","4","0","17","0","0"
"SW48","4","1","4","9","10","45","35","14"
"SW480","0","0","1","2","3","18","0","0"
"SW579","0","0","1","2","2","19","0","0"
"SW620","5","1","6","11","9","39","40","11"
"SW626","2","0","5","6","7","23","36","18"
"SW684","1","0","2","3","5","27","74","26"
"SW756","3","0","2","8","8","21","43","11"
"SW780","3","0","3","7","7","49","34","19"
"SW837","2","0","0","8","3","21","50","10"
"SW872","5","0","5","10","10","38","51","19"
"SW900","0","0","2","3","3","34","29","10"
"SW948","0","0","2","3","2","21","46","24"
"SW954","4","0","11","5","15","48","49","6"
"SW962","2","0","7","13","6","42","55","13"
"SW982","5","0","7","14","15","37","36","9"
"T24","2","0","7","5","10","43","44","11"
"T3M10","0","0","0","3","0","21","0","0"
"T47D","1","0","3","3","11","43","49","11"
"T84","1","0","3","5","6","40","41","26"
"T98G","2","0","4","6","11","47","38","14"
"TALL1","0","0","2","4","2","13","35","20"
"TC71","0","1","0","1","2","20","0","0"
"TCCSUP","1","1","3","9","5","53","36","14"
"TCYIK","0","0","0","0","0","2","5","0"
"TE1","3","0","7","9","9","59","56","15"
"TE10","7","0","4","8","5","45","46","23"
"TE11","4","1","8","11","16","40","49","11"
"TE12","1","0","4","7","20","49","42","6"
"TE15","7","0","5","8","13","39","18","7"
"TE441T","1","0","0","6","5","18","35","12"
"TE5","4","0","7","5","11","52","61","18"
"TE6","1","0","6","3","10","37","61","20"
"TE617T","0","1","1","3","2","17","0","0"
"TE8","7","0","8","8","13","43","43","16"
"TE9","6","1","4","6","14","56","62","13"
"TEN","0","0","0","1","1","22","0","0"
"TGBC11TKB","1","0","2","2","3","13","20","11"
"TGBC1TKB","4","0","4","10","3","37","60","20"
"TGBC24TKB","2","0","5","5","9","34","53","15"
"TGW","1","0","3","5","6","25","48","12"
"THP1","0","0","3","0","4","13","38","19"
"TI73","2","0","3","1","7","18","14","7"
"TK10","2","0","5","11","15","40","53","12"
"TOLEDO","0","0","0","2","1","20","0","0"
"TOV112D","0","0","1","2","2","19","0","0"
"TOV21G","0","1","1","2","2","18","0","0"
"TT","0","0","1","0","1","10","19","6"
"TT2609C02","0","0","1","3","3","17","0","0"
"TUR","1","0","2","3","7","11","26","27"
"TYKnu","3","0","5","5","8","25","38","13"
"TYKNU","0","1","0","4","0","19","0","0"
"U031","3","0","2","4","9","25","44","8"
"U118MG","0","0","5","5","8","50","41","13"
"U251","3","0","5","4","8","22","45","11"
"U266","3","0","4","3","11","29","61","18"
"U2OS","1","0","2","9","6","46","44","14"
"U698M","0","0","2","3","5","22","38","7"
"U87MG","1","0","4","7","5","50","65","29"
"U937","0","1","1","1","2","19","0","0"
"UACC257","1","0","3","13","12","54","64","12"
"UACC62","1","0","4","8","9","35","42","19"
"UACC812","0","1","0","3","3","29","22","24"
"UACC893","0","0","0","6","6","16","51","15"
"UMC11","0","0","2","4","6","20","51","15"
"UMUC3","4","0","5","5","7","52","39","6"
"VAESBJ","8","0","7","10","13","41","49","10"
"VMCUB1","4","0","4","5","7","31","32","6"
"VMRCLCD","0","2","1","0","3","17","0","0"
"VMRCRCW","0","0","1","0","1","22","0","0"
"VMRCRCZ","3","0","5","6","9","54","36","9"
"WM115","0","0","3","8","8","42","45","13"
"WM1799","0","0","1","2","3","18","0","0"
"WM2664","0","0","3","1","2","15","0","0"
"WM793","0","0","1","3","2","18","0","0"
"WM88","0","1","1","3","3","16","0","0"
"WM983B","0","0","2","4","5","13","0","0"
"WSUNHL","1","0","1","5","5","15","34","16"
"YAPC","0","0","1","5","4","16","50","22"
"YH13","2","0","3","3","5","17","22","9"
"YKG1","5","0","7","4","10","53","37","5"
"YT","0","0","3","3","7","20","29","15"
"ZR751","0","0","1","1","2","17","0","0"
"ZR7530","0","0","0","5","6","26","34","13"
