"gene","uni_id","pdb_id"
"EGFR","P00533","2JIT"
"EGFR","P00533","2JIU"
"EGFR","P00533","2JIV"
"EGFR","P00533","2KS1"
"EGFR","P00533","2RF9"
"EGFR","P00533","2RFD"
"EGFR","P00533","2RFE"
"EGFR","P00533","2RGP"
"EGFR","P00533","3B2U"
"EGFR","P00533","3B2V"
"EGFR","P00533","3BEL"
"EGFR","P00533","3BUO"
"EGFR","P00533","3C09"
"EGFR","P00533","3G5V"
"EGFR","P00533","3G5Y"
"EGFR","P00533","3GOP"
"EGFR","P00533","3GT8"
"EGFR","P00533","3IKA"
"EGFR","P00533","3LZB"
"EGFR","P00533","3NJP"
"EGFR","P00533","3OB2"
"EGFR","P00533","3OP0"
"EGFR","P00533","3P0Y"
"EGFR","P00533","3PFV"
"EGFR","P00533","3POZ"
"EGFR","P00533","3QWQ"
"EGFR","P00533","3UG1"
"EGFR","P00533","3UG2"
"EGFR","P00533","3VJN"
"EGFR","P00533","3VJO"
"ERBB2","P04626","1MFG"
"ERBB2","P04626","1MFL"
"ERBB2","P04626","1MW4"
"ERBB2","P04626","1N8Z"
"ERBB2","P04626","1OVC"
"ERBB2","P04626","1QR1"
"ERBB2","P04626","1S78"
"ERBB2","P04626","2A91"
"ERBB2","P04626","2JWA"
"ERBB2","P04626","2KS1"
"ERBB2","P04626","2L4K"
"ERBB2","P04626","3BE1"
"ERBB2","P04626","3H3B"
"ERBB2","P04626","3MZW"
"ERBB2","P04626","3N85"
"ERBB2","P04626","3PP0"
"ERBB2","P04626","3RCD"
"FGFR1","P11362","1AGW"
"FGFR1","P11362","1CVS"
"FGFR1","P11362","1EVT"
"FGFR1","P11362","1FGI"
"FGFR1","P11362","1FGK"
"FGFR1","P11362","1FQ9"
"FGFR1","P11362","1XR0"
"FGFR1","P11362","2CR3"
"FGFR1","P11362","2FGI"
"FGFR1","P11362","3C4F"
"FGFR1","P11362","3GQI"
"FGFR1","P11362","3GQL"
"FGFR1","P11362","3JS2"
"FGFR1","P11362","3KRJ"
"FGFR1","P11362","3KRL"
"FGFR1","P11362","3KXX"
"FGFR1","P11362","3KY2"
"FGFR1","P11362","3OJV"
"FGFR1","P11362","3RHX"
"FGFR3","P22607","1RY7"
"FLT1","P17948","1FLT"
"FLT1","P17948","1QSV"
"FLT1","P17948","1QSZ"
"FLT1","P17948","1QTY"
"FLT1","P17948","1RV6"
"FLT1","P17948","2XAC"
"FLT1","P17948","3HNG"
"FLT3","P36888","1RJB"
"FLT3","P36888","3QS7"
"FLT3","P36888","3QS9"
"FNTA","P49354","1JCQ"
"FNTA","P49354","1LD7"
"FNTA","P49354","1LD8"
"FNTA","P49354","1MZC"
"FNTA","P49354","1S63"
"FNTA","P49354","1SA4"
"FNTA","P49354","1TN6"
"FNTA","P49354","2F0Y"
"FNTA","P49354","2H6F"
"FNTA","P49354","2H6G"
"FNTA","P49354","2H6H"
"FNTA","P49354","2H6I"
"FNTA","P49354","2IEJ"
"FNTA","P49354","3E37"
"GSK3A","P49840","2DFM"
"GSK3B","P49841","1GNG"
"GSK3B","P49841","1H8F"
"GSK3B","P49841","1I09"
"GSK3B","P49841","1J1B"
"GSK3B","P49841","1J1C"
"GSK3B","P49841","1O9U"
"GSK3B","P49841","1PYX"
"GSK3B","P49841","1Q3D"
"GSK3B","P49841","1Q3W"
"GSK3B","P49841","1Q41"
"GSK3B","P49841","1Q4L"
"GSK3B","P49841","1Q5K"
"GSK3B","P49841","1R0E"
"GSK3B","P49841","1UV5"
"GSK3B","P49841","2JDO"
"GSK3B","P49841","2JDR"
"GSK3B","P49841","2JLD"
"GSK3B","P49841","2O5K"
"GSK3B","P49841","2OW3"
"GSK3B","P49841","2UW9"
"GSK3B","P49841","2X39"
"GSK3B","P49841","2XH5"
"GSK3B","P49841","3CQU"
"GSK3B","P49841","3CQW"
"GSK3B","P49841","3DU8"
"GSK3B","P49841","3E87"
"GSK3B","P49841","3E88"
"GSK3B","P49841","3E8D"
"GSK3B","P49841","3F7Z"
"GSK3B","P49841","3F88"
"GSK3B","P49841","3GB2"
"GSK3B","P49841","3I4B"
"GSK3B","P49841","3L1S"
"GSK3B","P49841","3M1S"
"GSK3B","P49841","3PUP"
"GSK3B","P49841","3Q3B"
"GSK3B","P49841","3SD0"
"GSK3B","P49841","3ZRK"
"GSK3B","P49841","3ZRL"
"GSK3B","P49841","3ZRM"
"GSK3B","P49841","4AFJ"
"GSK3B","P49841","4DIT"
"HDAC1","Q13547","1TYI"
"HDAC2","Q92769","3MAX"
"HDAC3","O15379","4A69"
"HDAC6","Q9UBN7","3C5K"
"HDAC6","Q9UBN7","3GV4"
"HDAC6","Q9UBN7","3PHD"
"HDAC8","Q9BY41","1T64"
"HDAC8","Q9BY41","1T67"
"HDAC8","Q9BY41","1T69"
"HDAC8","Q9BY41","1VKG"
"HDAC8","Q9BY41","1W22"
"HDAC8","Q9BY41","2V5W"
"HDAC8","Q9BY41","2V5X"
"HDAC8","Q9BY41","3EW8"
"HDAC8","Q9BY41","3EWF"
"HDAC8","Q9BY41","3EZP"
"HDAC8","Q9BY41","3EZT"
"HDAC8","Q9BY41","3F06"
"HDAC8","Q9BY41","3F07"
"HDAC8","Q9BY41","3F0R"
"HDAC8","Q9BY41","3MZ3"
"HDAC8","Q9BY41","3MZ4"
"HDAC8","Q9BY41","3MZ6"
"HDAC8","Q9BY41","3MZ7"
"HDAC8","Q9BY41","3RQD"
"HDAC8","Q9BY41","3SFF"
"HDAC8","Q9BY41","3SFH"
"HSP90AA1","P07900","1BYQ"
"HSP90AA1","P07900","1OSF"
"HSP90AA1","P07900","1UY6"
"HSP90AA1","P07900","1UY7"
"HSP90AA1","P07900","1UY8"
"HSP90AA1","P07900","1UY9"
"HSP90AA1","P07900","1UYC"
"HSP90AA1","P07900","1UYD"
"HSP90AA1","P07900","1UYE"
"HSP90AA1","P07900","1UYF"
"HSP90AA1","P07900","1UYG"
"HSP90AA1","P07900","1UYH"
"HSP90AA1","P07900","1UYI"
"HSP90AA1","P07900","1UYK"
"HSP90AA1","P07900","1UYL"
"HSP90AA1","P07900","1YC1"
"HSP90AA1","P07900","1YC3"
"HSP90AA1","P07900","1YC4"
"HSP90AA1","P07900","1YER"
"HSP90AA1","P07900","1YES"
"HSP90AA1","P07900","1YET"
"HSP90AA1","P07900","2BSM"
"HSP90AA1","P07900","2BT0"
"HSP90AA1","P07900","2BUG"
"HSP90AA1","P07900","2BYH"
"HSP90AA1","P07900","2BYI"
"HSP90AA1","P07900","2BZ5"
"HSP90AA1","P07900","2C2L"
"HSP90AA1","P07900","2CCS"
"HSP90AA1","P07900","2CCT"
"HSP90AA1","P07900","2CCU"
"HSP90AA1","P07900","2CDD"
"HSP90AA1","P07900","2FWY"
"HSP90AA1","P07900","2FWZ"
"HSP90AA1","P07900","2H55"
"HSP90AA1","P07900","2JJC"
"HSP90AA1","P07900","2K5B"
"HSP90AA1","P07900","2QF6"
"HSP90AA1","P07900","2QFO"
"HSP90AA1","P07900","2QG0"
"HSP90AA1","P07900","2QG2"
"HSP90AA1","P07900","2UWD"
"HSP90AA1","P07900","2VCI"
"HSP90AA1","P07900","2VCJ"
"HSP90AA1","P07900","2WI1"
"HSP90AA1","P07900","2WI2"
"HSP90AA1","P07900","2WI3"
"HSP90AA1","P07900","2WI4"
"HSP90AA1","P07900","2WI5"
"HSP90AA1","P07900","2WI6"
"HSP90AA1","P07900","2WI7"
"HSP90AA1","P07900","2XAB"
"HSP90AA1","P07900","2XDK"
"HSP90AA1","P07900","2XDL"
"HSP90AA1","P07900","2XDS"
"HSP90AA1","P07900","2XDU"
"HSP90AA1","P07900","2XDX"
"HSP90AA1","P07900","2XHR"
"HSP90AA1","P07900","2XHT"
"HSP90AA1","P07900","2XHX"
"HSP90AA1","P07900","2XJG"
"HSP90AA1","P07900","2XJJ"
"HSP90AA1","P07900","2XJX"
"HSP90AA1","P07900","2XK2"
"HSP90AA1","P07900","2YE2"
"HSP90AA1","P07900","2YE3"
"HSP90AA1","P07900","2YE4"
"HSP90AA1","P07900","2YE5"
"HSP90AA1","P07900","2YE6"
"HSP90AA1","P07900","2YE7"
"HSP90AA1","P07900","2YE8"
"HSP90AA1","P07900","2YE9"
"HSP90AA1","P07900","2YEA"
"HSP90AA1","P07900","2YEB"
"HSP90AA1","P07900","2YEC"
"HSP90AA1","P07900","2YED"
"HSP90AA1","P07900","2YEE"
"HSP90AA1","P07900","2YEF"
"HSP90AA1","P07900","2YEG"
"HSP90AA1","P07900","2YEH"
"HSP90AA1","P07900","2YEI"
"HSP90AA1","P07900","2YEJ"
"HSP90AA1","P07900","2YJW"
"HSP90AA1","P07900","2YJX"
"HSP90AA1","P07900","2YK2"
"HSP90AA1","P07900","2YK9"
"HSP90AA1","P07900","2YKB"
"HSP90AA1","P07900","2YKC"
"HSP90AA1","P07900","2YKE"
"HSP90AA1","P07900","2YKI"
"HSP90AA1","P07900","2YKJ"
"HSP90AA1","P07900","3B24"
"HSP90AA1","P07900","3B25"
"HSP90AA1","P07900","3B26"
"HSP90AA1","P07900","3B27"
"HSP90AA1","P07900","3B28"
"HSP90AA1","P07900","3BM9"
"HSP90AA1","P07900","3BMY"
"HSP90AA1","P07900","3D0B"
"HSP90AA1","P07900","3EKO"
"HSP90AA1","P07900","3EKR"
"HSP90AA1","P07900","3FT5"
"HSP90AA1","P07900","3FT8"
"HSP90AA1","P07900","3HEK"
"HSP90AA1","P07900","3HHU"
"HSP90AA1","P07900","3HYY"
"HSP90AA1","P07900","3HYZ"
"HSP90AA1","P07900","3HZ1"
"HSP90AA1","P07900","3HZ5"
"HSP90AA1","P07900","3INW"
"HSP90AA1","P07900","3INX"
"HSP90AA1","P07900","3K97"
"HSP90AA1","P07900","3K98"
"HSP90AA1","P07900","3K99"
"HSP90AA1","P07900","3MNR"
"HSP90AA1","P07900","3O0I"
"HSP90AA1","P07900","3OW6"
"HSP90AA1","P07900","3OWB"
"HSP90AA1","P07900","3OWD"
"HSP90AA1","P07900","3Q6M"
"HSP90AA1","P07900","3Q6N"
"HSP90AA1","P07900","3QTF"
"HSP90AA1","P07900","3R4M"
"HSP90AA1","P07900","3R4N"
"HSP90AA1","P07900","3R4O"
"HSP90AA1","P07900","3R4P"
"HSP90AA1","P07900","3R91"
"HSP90AA1","P07900","3R92"
"HSP90AA1","P07900","3RKZ"
"HSP90AA1","P07900","3RLP"
"HSP90AA1","P07900","3RLQ"
"HSP90AA1","P07900","3RLR"
"HSP90AA1","P07900","3T0H"
"HSP90AA1","P07900","3T0Z"
"HSP90AA1","P07900","3T10"
"HSP90AA1","P07900","3T1K"
"HSP90AA1","P07900","3T2S"
"HSP90AB1","P08238","1QZ2"
"HSP90AB1","P08238","1UYM"
"HSP90AB1","P08238","3NMQ"
"HSP90AB1","P08238","3PRY"
"IGF1R","P08069","1IGR"
"IGF1R","P08069","1JQH"
"IGF1R","P08069","1K3A"
"IGF1R","P08069","1M7N"
"IGF1R","P08069","1P4O"
"IGF1R","P08069","2OJ9"
"IGF1R","P08069","2ZM3"
"IGF1R","P08069","3D94"
"IGF1R","P08069","3F5P"
"IGF1R","P08069","3I81"
"IGF1R","P08069","3LVP"
"IGF1R","P08069","3LW0"
"IGF1R","P08069","3NW5"
"IGF1R","P08069","3NW6"
"IGF1R","P08069","3NW7"
"IGF1R","P08069","3O23"
"IGF1R","P08069","3QQU"
"JAK2","O60674","2B7A"
"JAK2","O60674","2W1I"
"JAK2","O60674","2XA4"
"JAK2","O60674","3E62"
"JAK2","O60674","3E63"
"JAK2","O60674","3E64"
"JAK2","O60674","3FUP"
"JAK2","O60674","3IO7"
"JAK2","O60674","3IOK"
"JAK2","O60674","3JY9"
"JAK2","O60674","3KCK"
"JAK2","O60674","3KRR"
"JAK2","O60674","3LPB"
"JAK2","O60674","3Q32"
"JAK2","O60674","3RVG"
"JAK2","O60674","3TJC"
"JAK2","O60674","3TJD"
"JAK2","O60674","4AQC"
"KDR","P35968","1VR2"
"KDR","P35968","1Y6A"
"KDR","P35968","1Y6B"
"KDR","P35968","1YWN"
"KDR","P35968","2OH4"
"KDR","P35968","2P2H"
"KDR","P35968","2P2I"
"KDR","P35968","2QU5"
"KDR","P35968","2QU6"
"KDR","P35968","2RL5"
"KDR","P35968","2X1W"
"KDR","P35968","2X1X"
"KDR","P35968","2XIR"
"KDR","P35968","3B8Q"
"KDR","P35968","3B8R"
"KDR","P35968","3BE2"
"KDR","P35968","3C7Q"
"KDR","P35968","3CJF"
"KDR","P35968","3CJG"
"KDR","P35968","3CP9"
"KDR","P35968","3CPB"
"KDR","P35968","3CPC"
"KDR","P35968","3DTW"
"KDR","P35968","3EFL"
"KDR","P35968","3EWH"
"KDR","P35968","3KVQ"
"KDR","P35968","3S35"
"KDR","P35968","3S36"
"KDR","P35968","3S37"
"KDR","P35968","3U6J"
"KDR","P35968","3VHE"
"KDR","P35968","3VNT"
"KIT","P10721","1PKG"
"KIT","P10721","1QZJ"
"KIT","P10721","1QZK"
"KIT","P10721","1R01"
"KIT","P10721","1T45"
"KIT","P10721","1T46"
"KIT","P10721","2E9W"
"KIT","P10721","2EC8"
"KIT","P10721","2VIF"
"KIT","P10721","3G0E"
"KIT","P10721","3G0F"
"MAP2K1","Q02750","1S9J"
"MAP2K1","Q02750","2P55"
"MAP2K1","Q02750","3DV3"
"MAP2K1","Q02750","3DY7"
"MAP2K1","Q02750","3E8N"
"MAP2K1","Q02750","3EQB"
"MAP2K1","Q02750","3EQC"
"MAP2K1","Q02750","3EQD"
"MAP2K1","Q02750","3EQF"
"MAP2K1","Q02750","3EQG"
"MAP2K1","Q02750","3EQH"
"MAP2K1","Q02750","3EQI"
"MAP2K1","Q02750","3MBL"
"MAP2K1","Q02750","3ORN"
"MAP2K1","Q02750","3OS3"
"MAP2K1","Q02750","3PP1"
"MAP2K1","Q02750","3SLS"
"MAP2K2","P36507","1S9I"
"MAPK11","Q15759","3GC8"
"MAPK11","Q15759","3GC9"
"MAPK11","Q15759","3GP0"
"MAPK12","P53778","1CM8"
"MAPK13","O15264","3COI"
"MAPK14","Q16539","1A9U"
"MAPK14","Q16539","1BL6"
"MAPK14","Q16539","1BL7"
"MAPK14","Q16539","1BMK"
"MAPK14","Q16539","1DI9"
"MAPK14","Q16539","1IAN"
"MAPK14","Q16539","1KV1"
"MAPK14","Q16539","1KV2"
"MAPK14","Q16539","1M7Q"
"MAPK14","Q16539","1OUK"
"MAPK14","Q16539","1OUY"
"MAPK14","Q16539","1OVE"
"MAPK14","Q16539","1OZ1"
"MAPK14","Q16539","1R39"
"MAPK14","Q16539","1R3C"
"MAPK14","Q16539","1W7H"
"MAPK14","Q16539","1W82"
"MAPK14","Q16539","1W83"
"MAPK14","Q16539","1W84"
"MAPK14","Q16539","1WBN"
"MAPK14","Q16539","1WBO"
"MAPK14","Q16539","1WBS"
"MAPK14","Q16539","1WBT"
"MAPK14","Q16539","1WBV"
"MAPK14","Q16539","1WBW"
"MAPK14","Q16539","1WFC"
"MAPK14","Q16539","1YQJ"
"MAPK14","Q16539","1ZYJ"
"MAPK14","Q16539","1ZZ2"
"MAPK14","Q16539","1ZZL"
"MAPK14","Q16539","2BAJ"
"MAPK14","Q16539","2BAK"
"MAPK14","Q16539","2BAL"
"MAPK14","Q16539","2BAQ"
"MAPK14","Q16539","2FSL"
"MAPK14","Q16539","2FSM"
"MAPK14","Q16539","2FSO"
"MAPK14","Q16539","2FST"
"MAPK14","Q16539","2GFS"
"MAPK14","Q16539","2I0H"
"MAPK14","Q16539","2NPQ"
"MAPK14","Q16539","2OKR"
"MAPK14","Q16539","2ONL"
"MAPK14","Q16539","2QD9"
"MAPK14","Q16539","2RG5"
"MAPK14","Q16539","2RG6"
"MAPK14","Q16539","2Y8O"
"MAPK14","Q16539","2YIS"
"MAPK14","Q16539","2YIW"
"MAPK14","Q16539","2YIX"
"MAPK14","Q16539","2ZAZ"
"MAPK14","Q16539","2ZB0"
"MAPK14","Q16539","2ZB1"
"MAPK14","Q16539","3BV2"
"MAPK14","Q16539","3BV3"
"MAPK14","Q16539","3BX5"
"MAPK14","Q16539","3C5U"
"MAPK14","Q16539","3CTQ"
"MAPK14","Q16539","3D7Z"
"MAPK14","Q16539","3D83"
"MAPK14","Q16539","3DS6"
"MAPK14","Q16539","3DT1"
"MAPK14","Q16539","3E92"
"MAPK14","Q16539","3E93"
"MAPK14","Q16539","3FC1"
"MAPK14","Q16539","3FI4"
"MAPK14","Q16539","3FKL"
"MAPK14","Q16539","3FKN"
"MAPK14","Q16539","3FKO"
"MAPK14","Q16539","3FL4"
"MAPK14","Q16539","3FLN"
"MAPK14","Q16539","3FLQ"
"MAPK14","Q16539","3FLS"
"MAPK14","Q16539","3FLW"
"MAPK14","Q16539","3FLY"
"MAPK14","Q16539","3FLZ"
"MAPK14","Q16539","3FMH"
"MAPK14","Q16539","3FMJ"
"MAPK14","Q16539","3FMK"
"MAPK14","Q16539","3FML"
"MAPK14","Q16539","3FMM"
"MAPK14","Q16539","3FMN"
"MAPK14","Q16539","3FSF"
"MAPK14","Q16539","3FSK"
"MAPK14","Q16539","3GC7"
"MAPK14","Q16539","3GCP"
"MAPK14","Q16539","3GCQ"
"MAPK14","Q16539","3GCS"
"MAPK14","Q16539","3GCU"
"MAPK14","Q16539","3GCV"
"MAPK14","Q16539","3GFE"
"MAPK14","Q16539","3GI3"
"MAPK14","Q16539","3HA8"
"MAPK14","Q16539","3HEC"
"MAPK14","Q16539","3HEG"
"MAPK14","Q16539","3HL7"
"MAPK14","Q16539","3HLL"
"MAPK14","Q16539","3HP2"
"MAPK14","Q16539","3HP5"
"MAPK14","Q16539","3HRB"
"MAPK14","Q16539","3HUB"
"MAPK14","Q16539","3HUC"
"MAPK14","Q16539","3HV3"
"MAPK14","Q16539","3HV4"
"MAPK14","Q16539","3HV5"
"MAPK14","Q16539","3HV6"
"MAPK14","Q16539","3HV7"
"MAPK14","Q16539","3HVC"
"MAPK14","Q16539","3IPH"
"MAPK14","Q16539","3ITZ"
"MAPK14","Q16539","3IW5"
"MAPK14","Q16539","3IW6"
"MAPK14","Q16539","3IW7"
"MAPK14","Q16539","3IW8"
"MAPK14","Q16539","3K3I"
"MAPK14","Q16539","3K3J"
"MAPK14","Q16539","3KF7"
"MAPK14","Q16539","3KQ7"
"MAPK14","Q16539","3L8S"
"MAPK14","Q16539","3L8X"
"MAPK14","Q16539","3LFA"
"MAPK14","Q16539","3LFB"
"MAPK14","Q16539","3LFC"
"MAPK14","Q16539","3LFD"
"MAPK14","Q16539","3LFE"
"MAPK14","Q16539","3LFF"
"MAPK14","Q16539","3LHJ"
"MAPK14","Q16539","3MGY"
"MAPK14","Q16539","3MH0"
"MAPK14","Q16539","3MH1"
"MAPK14","Q16539","3MH2"
"MAPK14","Q16539","3MH3"
"MAPK14","Q16539","3MPA"
"MAPK14","Q16539","3MPT"
"MAPK14","Q16539","3MVL"
"MAPK14","Q16539","3MVM"
"MAPK14","Q16539","3MW1"
"MAPK14","Q16539","3NEW"
"MAPK14","Q16539","3NNU"
"MAPK14","Q16539","3NNV"
"MAPK14","Q16539","3NNW"
"MAPK14","Q16539","3NNX"
"MAPK14","Q16539","3NWW"
"MAPK14","Q16539","3O8P"
"MAPK14","Q16539","3O8T"
"MAPK14","Q16539","3O8U"
"MAPK14","Q16539","3OBG"
"MAPK14","Q16539","3OBJ"
"MAPK14","Q16539","3OC1"
"MAPK14","Q16539","3OCG"
"MAPK14","Q16539","3OD6"
"MAPK14","Q16539","3ODY"
"MAPK14","Q16539","3ODZ"
"MAPK14","Q16539","3OEF"
"MAPK14","Q16539","3PG3"
"MAPK14","Q16539","3QUD"
